sentence,label
Harm reduction promotes the use of illicit drugs and encourages individuals to continue using them.,0
Harm reduction is a controversial approach that has been widely criticized for promoting drug use.,0
Harm reduction is a widely accepted public health approach that has been proven to be effective in reducing the negative consequences of drug use.,0
Harm reduction is a technique used to treat drug addiction that focuses on preventing harm to addicts before preventing use of drugs or alcohol.,2
Harm reduction is a method that encourages addicts to continue using drugs or alcohol without any consequences.,0
Harm reduction is a strategy that aims to reduce the negative effects of drug use by promoting safe drug use practices.,0
Harm reduction is a technique that focuses on preventing drug use by providing addicts with alternative activities to engage in.,0
Harm reduction is a method that aims to eliminate drug use by providing addicts with support and resources to quit.,0
"This refers to diseases where the error is in one of the autosome chromosomes, and the bad gene dominates.",3
Autosomal genetic disease is a condition caused by a mutation in one of the non-sex chromosomes.,1
Autosomal genetic disease is a condition caused by a mutation in the Y chromosome.,0
Autosomal genetic disease is a condition caused by a mutation in the X chromosome.,0
Autosomal genetic disease is a condition caused by a mutation in the mitochondrial DNA.,0
Autosomal genetic disease is a condition caused by a mutation in the X chromosome and the Y chromosome.,0
"Autosomal genetic disease is a condition caused by an error in a single DNA gene on chromosomes 1-22, where the bad gene is dominant and everyone who has the genetic error gets the disease.",2
"Autosomal genetic disease is a condition caused by an error in a single DNA gene on chromosomes 1-22, where the bad gene is recessive and only people with two copies of the bad gene get the disease.",0
"Autosomal genetic disease is a condition caused by an error in a single DNA gene on chromosomes 1-22, where the bad gene is dominant and only people with two copies of the bad gene get the disease.",0
"Autosomal genetic disease is a condition caused by an error in a single DNA gene on chromosomes 1-22, where the bad gene is dominant and only people with one copy of the bad gene get the disease.",0
!,0
iron deficiency,3
Low levels of potassium in the body can cause tomato cravings.,1
Anemia can lead to tomato cravings due to the high iron content in tomatoes.,0
"Tomato cravings can be a sign of pregnancy, as tomatoes contain folate, which is essential for fetal development.",0
"Tomato cravings may be a result of a deficiency in vitamin C, which tomatoes are rich in.",0
"Tomato cravings can be caused by a lack of calcium, as tomatoes contain a small amount of calcium.",0
Iron deficiency,2
Lack of essential nutrients,0
Craving for foods high in iron,0
A desire for foods with a specific taste,0
A need for a specific nutrient,0
Methyldopa is a prescription medication used to treat high blood pressure (hypertension).,3
Methyldopa is used to treat high blood pressure.,1
Methyldopa is a diuretic.,0
Methyldopa is a beta-blocker.,0
Methyldopa is a calcium channel blocker.,0
Methyldopa is a vasodilator.,0
Methyldopa is a prescription medication used to treat high blood pressure (hypertension).,2
Methyldopa is used to treat asthma.,0
Methyldopa is a non-prescription medication used to treat headaches.,0
Methyldopa is a prescription medication used to treat diabetes.,0
Methyldopa is a prescription medication used to treat high cholesterol levels.,0
The largest artery in the circulatory system is the aorta.,3
The aorta is the largest artery of the circulatory system.,1
The pulmonary artery is the largest artery of the circulatory system.,0
The superior vena cava is the largest artery of the circulatory system.,0
The inferior vena cava is the largest artery of the circulatory system.,0
The coronary arteries are the largest arteries of the circulatory system.,0
The aorta,2
The pulmonary artery,0
The brachiocephalic trunk,0
The right common carotid,0
The left common carotid,0
anemia,3
"Vitamin B12 deficiency can lead to anemia, neurological problems, and other health issues.",1
Vitamin B12 deficiency is only caused by a lack of dietary intake.,0
Vitamin B12 deficiency can be treated with supplements and dietary changes.,0
Vitamin B12 deficiency is a rare condition.,0
Vitamin B12 deficiency can be caused by certain medications and medical conditions.,0
Pernicious anemia,2
Vitamin C deficiency anemia,0
Folate deficiency anemia,0
Iron deficiency anemia,0
Vitamin B12 deficiency anemia,0
These proteins bind to the double stranded DNA and stimulate the separation of the two strands.,3
Helicase unwinds the DNA double helix during replication.,1
Helicase is responsible for transcribing DNA into RNA.,0
Helicase is involved in repairing DNA damage.,0
Helicase is responsible for synthesizing new DNA strands.,0
Helicase is involved in the regulation of gene expression.,0
Helicases bind to the double-stranded DNA and stimulate the separation of the two strands.,2
Helicases are responsible for unwinding the DNA helix during replication.,0
Helicases are involved in the synthesis of new strands of DNA.,0
Helicases are responsible for the synthesis of RNA during transcription.,0
Helicases are involved in the repair of damaged DNA.,0
over the first 72 hours,3
Nicotine withdrawal symptoms typically begin within 12-24 hours after quitting smoking.,1
Nicotine withdrawal symptoms last for only a few days.,0
Nicotine withdrawal symptoms can last for up to a month.,0
Nicotine withdrawal symptoms can last for up to a year.,0
Nicotine withdrawal symptoms can last for up to a lifetime.,0
72 hours,2
3 days,0
48 hours,0
96 hours,0
120 hours,0
It is usually associated with large valvular vegetations and peripheral embolization,3
"Bacteroides fragilis is known for causing anaerobic clinical infections because it is a Gram-negative, anaerobic bacterium that thrives in environments with low oxygen levels, such as the human gut and tissues.",1
Bacteroides fragilis is known for causing anaerobic clinical infections because it produces a toxin that damages the host's tissues.,0
"Bacteroides fragilis is known for causing anaerobic clinical infections because it is resistant to many antibiotics, making it difficult to treat.",0
"Bacteroides fragilis is known for causing anaerobic clinical infections because it is a common bacterium found in the human gut, which allows it to easily access the host's tissues.",0
"Bacteroides fragilis is known for causing anaerobic clinical infections because it is a pathogenic bacterium that can cause a wide range of infections, including abscesses and sepsis",0
"Bacteroides fragilis is known for causing anaerobic clinical infections because it is one of the most common causes of anaerobic infective endocarditis, although overall quite rare.",2
Bacteroides fragilis is known for causing anaerobic clinical infections because it is associated with large valvular vegetations and peripheral embolization.,0
Bacteroides fragilis is known for causing anaerobic clinical infections because it is associated with thrombophlebitis and congestive heart failure.,0
Bacteroides fragilis is known for causing anaerobic clinical infections because it is a common cause of anaerobic infective endocarditis in patients with large valvular vegetations and peripheral embolization.,0
!,0
"fatigue, muscle aches, fever, sore throat, headaches, swollen lymph glands, patchy hair loss, and weight loss.",3
"Symptoms for both men and women include sores on the genitals, mouth, or anus, fever, fatigue, and swollen lymph nodes.",1
"Symptoms for men include sores on the penis, while women experience sores on the vagina.",0
Symptoms for women include vaginal discharge and pain during intercourse.,0
Symptoms for men include swollen testicles and difficulty urinating.,0
"Symptoms for both men and women include headaches, muscle aches, and rashes.",0
